value
Apis mellifera
Rubus ellipticus
Rubus erythrops
Rubus idaeus
Rubus laciniatus
Rubus laudatus
Rubus leightonii
Rubus leucostachys
Rubus loganobaccus
Rubus longithyrsiger
Rubus niveus
Rubus parviflorus
Rubus phaeocarpus
Rubus philadelphicus
Rubus phoenicolasius
Rubus polyanthemus
Rubus riddelsdellii
Rubus roribaccus
Rubus rubritinctus
Rubus rugosus
Rubus ursinus
Rubus vestitus
Spiraea cantoniensis
Spiraea prunifolia
Ulmus parvifolia
Ulmus procera
Boehmeria nivea
Parietaria judaica
Parietaria officinalis
Pilea microphylla
Soleirolia soleirolii
Urtica dioica
Harpephyllum caffrum
Pistacia chinensis
Rhus glabra
Toxicodendron radicans
Toxicodendron succedaneum
Cedrela odorata
Chukrasia tabularis
Khaya senegalensis
Aegle marmelos
Agathosma crenulata
Atalantia buxifolia
Casimiroa edulis
Choisya ternata
Citrus limon
Citrus medica
Clausena excavata
Coleonema album
Coleonema pulchellum
Ruta graveolens
Acer platanoides
Blighia sapida
Koelreuteria elegans
Serjania membranacea
Peganum harmala
Aeonium castello-paivae
Aeonium haworthii
Bryophyllum daigremontianum x tubiflorum
Bryophyllum xhoughtonii
Cotyledon orbiculata
Crassula biplanata
Crassula ciliata
Crassula glomerata
Crassula multicava
Crassula natans
Crassula ovata
Crassula rubricaulis
Crassula spathulata
Crassula tetragona
Crassula thunbergiana
Crassula tillaea
Graptopetalum paraguayense
Kalanchoe beauverdii
Kalanchoe longiflora
Kalanchoe prolifera
Kalanchoe sexangularis
Petrosedum forsterianum
Sedum album
Sedum anglicum
Sedum caespitosum
Sedum crassularia
Sedum praealtum
Sedum sexangulare
Ribes sanguineum
Ribes uva-crispa
Myriophyllum aquaticum
Myriophyllum spicatum
Argyreia nervosa
Calystegia silvatica
Convolvulus tricolor
Cuscuta approximata
Cuscuta suaveolens
Distimake quinquefolius
Evolvulus nummularius
Ipomoea cairica
Ipomoea carnea
Ipomoea hederifolia
Ipomoea indica
Ipomoea lindenii
Ipomoea obscura
Ipomoea ochracea
Ipomoea pes-tigridis
Ipomoea triloba
Merremia tuberosa
Turbina corymbosa
Browallia americana
Brugmansia arborea
Calibrachoa parviflora
Capsicum annuum
Cestrum aurantiacum
Cestrum elegans
Cestrum nocturnum
Cestrum parqui
Datura leichhardtii
Datura wrightii
Hyoscyamus albus
Hyoscyamus niger
Lycium afrum
Lycium barbarum
Lycium ferocissimum
Nierembergia linariifolia
Petunia axillaris
Petunia axillaris x integrifolia
Physalis virginiana
Physalis viscosa
Salpichroa origanifolia
Solanum abutiloides
Solanum capsicoides
Solanum chrysotrichum
Solanum dimidiatum
Solanum douglasii
Solanum dulcamara
Solanum erianthum
Solanum excisirhombeum
Solanum furcatum
Solanum laxum
Solanum linnaeanum
Solanum marginatum
Solanum radicans
Solanum retroflexum
Solanum sarrachoides
Solanum seaforthianum
Solanum sisymbriifolium
Solanum viarum
Solanum violaceum
Withania somnifera
Cupressus macrocarpa
Cupressus torulosa
Pinus brutia
Pinus canariensis
Pinus caribaea
Pinus durangensis
Pinus mugo
Pinus palustris
Pinus sabiniana
Pinus taeda
Afrocarpus falcatus
Equisetum arvense
Equisetum hyemale
Equisetum ramosissimum
Diplazium esculentum
Blechnum occidentale
Hypolepis dicksonioides
Pteridium aquilinum
Cyrtomium falcatum
Nephrolepis multiflora
Oeosporangium viride
Pteris cretica
Pteris semipinnata
Salvinia cucullata
Salvinia molesta
Salvinia natans
Lygodium japonicum
Psittacine beak
Xironogiton instabilius
Barbronia weberi
Branchiura sowerbyi
Caspiobdella fadejewi
Hypania invalida
Eratigena atrica
Tegenaria domestica
Tegenaria parietina
Zygiella x-notata
Cheiracanthium mildei
Phoneutria boliviensis
Brigittea civica
Nigma walckenaeri
Dysdera crocata
Zelotes puritanus
Mermessus trilobatus
Ostearius melanopygius
Ero aphana
Kryptonesticus eremita
Oonops pulcher
Tapinesthis inermis
Pholcus phalangioides
Psilochorus simoni
Leptorchestes berolinensis
Scytodes thoracica
Olios antiguensis
Carniella brignolii
Coleosoma floridanum
Nesticodes rufipes
Parasteatoda tabulata
Parasteatoda tepidariorum
Sardinidion blackwalli
Steatoda castanea
Steatoda grossa
Steatoda triangulosa
Cetonana laticeps
Uloborus plumipes
Zodarion hamatum
Zodarion italicum
Zodarion rubidum
Zoropsis spinimana
Dicranolasma scabrum
Opilio canestrinii
Opilio ruzickai
Geogarypus minor
Withius hispanus
Withius piger
Buthus occitanus
Centruroides gracilis
Euscorpius italicus
Picripleuroxus denticulatus
Daphnia parvula
Drepanothrix dentata
Stigmatogaster gracilis
Tygarrup javanicus
Nyctunguis persimilis
Schendyla dentata
Ghilaroviella valiachmedovi
Lamyctes emarginatus
Cylindroiulus britannicus
Cylindroiulus caeruleocinctus
Cylindroiulus latestriatus
Cylindroiulus punctatus
Cylindroiulus truncorum
Cylindrodesmus hirsutus
Amphitomeus attemsi
Oxidus gracilis
Strongylosoma italica
Poratia digitata
Cryptopygus thermophilus
Isotoma notabilis
Isotoma trispinata
Proisotoma minuta
Sminthurinus trinotatus
Friesea claviseta
Sminthurides pumilus
Tullbergia krausbaueri
Campodea lubbocki
Campodea quilisi
Campodea rhopalota
Berberentulus berberus
Proturentomon discretum
Eurytemora velox
Cyclops vicinus
Mesocyclops ruttneri
Tachidius abrau
Blatta orientalis
Periplaneta americana
Periplaneta australasiae
Reticulitermes flavipes
Lasioderma serricorne
Nicobium castaneum
Oligomerus ptilinoides
Stegobium paniceum
Omonadus floralis
Stricticomus tobias
Araecerus fasciculatus
Tropideres dorsalis
Aspidapion validum
Bostrichus carpophagus
Bostrichus dactyliperda
Bostrichus duplicatus
Bostrichus jalappae
Bostrychoplites cornutus
Dinoderus bifoveolatus
Dinoderus minutus
Lyctus africanus
Lyctus brunneus
Lyctus carbonarius
Lyctus cavicollis
Minthea obsita
Rhyzopertha dominica
Alocentron curvirostre
Rhopalapion longirostre
Phaenops guttulata
Lymnastis galilaeus
Perigona nigriceps
Acanthocinus carinulatus
Anoplophora chinensis
Anoplophora glabripennis
Callidium chlorizans
Chlorophorus annularis
Gracilia minuta
Monochamus urussovii
Nathrius brevipennis
Phymatodes lividus
Rhagium inquisitor
Tetropium gracilicorne
Xylotrechus altaicus
Bruchus ervi
Bruchus lentis
Bruchus signaticornis
Callosobruchus maculatus
Dactylispa pallidipennis
Diabrotica virgifera
Xylographus bostrychoides
Clambus simsoni
Clerus caeruleus
Necrobia ruficollis
Necrobia rufipes
Necrobia violacea
Opetiopalpus scutellaris
Tarsostenus univittatus
Cryptolaemus montrouzieri
Atomaria lewisi
Cryptophagus acutangulus
Cryptophagus cellaris
Cryptophagus fallax
Cryptophagus subfumatus
Carphoborus rossicus
Hylesinus aubei
Hypothenemus areccae
Hypothenemus hampei
Hypothenemus kuennemanni
Ips bipustulatus
Ips rubripennis
Orthotomicus erosus
Pentarthrum huttoni
Phloeotribus caucasicus
Pityophthorus micrographus
Pityophthorus traeghardhi
Rhynchaenus gyllenhali
Rhyncolus submuricatus
Scolytus scarabaeoides
Thysanocnemis bischoffi
Tomicus materiarius
Trypodendron laeve
Xyleborinus alni
Xyleborus affinis
Xyleborus bodoanus
Xylosandrus germanus
Anthrenocerus australis
Anthrenus caucasicus
Anthrenus coloratus
Anthrenus festivus
Anthrenus olgae
Attagenus unicolor
Dermestes carnivorus
Dermestes maculatus
Dermestes peruvianus
Thorictodes heydeni
Trogoderma angustum
Trogoderma glabrum
Trogoderma granarium
Trogoderma megatomoides
Trogoderma versicolor
Sitophilus linearis
Sitophilus oryzae
Sitophilus zeamais
Strategus ajax
Holoparamecus caularum
Holoparamecus kunzei
Cryptophilus integer
Cryptophilus obliteratus
Hapalips filum
Carcinops pumilio
Cercyon laminatus
Cryptopleurum subtile
Dactylosternum abdominale
Brachypterolus vestitus
Cryptolestes capensis
Cryptolestes duplicatus
Cryptolestes ferrugineus
Cryptolestes pusilloides
Cryptolestes pusillus
Cryptolestes turcicus
Leucohimatium arundinaceum
Cartodere bifasciata
Corticaria elongata
Corticaria fenestralis
Corticaria fulva
Corticaria pubescens
Corticaria serrata
Dienerella costulata
Dienerella filum
Dienerella pilifera
Lathridius nodifer
Latridius minutus
Migneauxia lederi
Micromalthus debilis
Murmidius ovalis
Berginus tamarisci
Litargus balteatus
Typhaea stercorea
Carpophilus dimidiatus
Carpophilus hemipterus
Carpophilus marginellus
Carpophilus mutilatus
Carpophilus pilosellus
Carpophilus quadrisignatus
Epuraea ocularis
Glischrochilus quadrisignatus
Stelidota geminata
Urophorus humeralis
Nacerdes melanura
Catogenus rufus
Acrotrichis cognata
Acrotrichis insularis
Baeocrara japonica
Gibbium psylloides
Mezium affine
Mezium sulcatum
Niptus hololeucus
Ptinus bicinctus
Ptinus fur
Ptinus latro
Ptinus tectus
Sphaericus gibboides
Tipnus unicolor
Ahasverus advena
Airaphilus nasutus
Oryzaephilus mercator
Oryzaephilus surinamensis
Acrotona pseudotenera
Aleochara puberula
Bisnius parcus
Bohemiellina flavipennis
Carpelimus zealandicus
Chloeocharis debilicorins
Edaphus beszedesi
Eulissus chalybaeus
Lithocharis nigriceps
Micropeplus marietti
Oligota parva
Oxytelus migrator
Philonthus rectangulus
Philonthus spinipes
Tachinus sibiricus
Thecturota marchii
Trichiusa immigrata
Alphitobius diaperinus
Alphitophagus bifasciatus
Blaps gigas
Gnaptor spinimanus
Gnatocerus cornutus
Latheticus oryzae
Palorus subdepressus
Psammodes pierreti
Tribolium castaneum
Tribolium confusum
Tribolium destructor
Tribolium madens
Anommatus diecki
Tenebroides mauritanicus
Pycnomerus inexpectus
Liriomyza huidobrensis
Liriomyza trifolii
Napomyza gymnostoma
Chrysomya albiceps
Contarinia pisi
Contarinia quinquenotata
Feltiella acarisuga
Monarthropalpus flavus
Chymomyza amoena
Zaprionus indianus
Drosophila tsigana
Hydrotaea aenescens
Dohrniphora cornuta
Adelges cooleyi
Adelges nordmannianae
Gilletteella coweni
Pineus strobi
Bemisia tabaci
Trialeurodes vaporariorum
Amphiareus obscuriceps
Anthocoris butleri
Lyctocoris campestris
Acyrthosiphon caraganae
Acyrthosiphon pisum
Aphis craccivora
Aphis forbesi
Aphis gossypii
Aphis spiraecola
Aphis spiraephaga
Chaetosiphon fragaefolii
Chromaphis juglandicola
Diuraphis noxia
Elatobium abietinum
Eriosoma lanigerum
Illinoia azaleae
Impatientinum asiaticum
Lachnus roboris
Macrosiphoniella sanborni
Macrosiphum albifrons
Macrosiphum euphorbiae
Myzus ascalonicus
Myzus ornatus
Myzus persicae
Myzus varians
Neomyzus circumflexus
Panaphis juglandis
Rhodobium porosum
Rhopalosiphoninus latysiphon
Rhopalosiphum oxyacanthae
Tinocallis nevskyi
Uroleucon erigeronense
Wahlgreniella nervata
Haematoloma dorsata
Eupteryx decemnotata
Graphocephala fennahi
Japananus hyalinus
Macropsis elaeagni
Scaphoideus titanus
Coccus hesperidum
Pulvinaria regalis
Leptoglossus occidentalis
Aonidia lauri
Aspidiotus hederae
Diaspidiotus perniciosus
Pseudaulacaspis pentagona
Metcalfa pruinosa
Homotoma ficus
Arocatus longiceps
Orsillus depressus
Stictocephala bisonia
Deraeocoris flavilinea
Dichrooscytus gustavi
Tuponia elegans
Insignorthezia insignis
Oxycarenus lavaterae
Nezara viridula
Dactylosphaera vitifolii
Planococcus citri
Corythucha ciliata
Lauritrioza alacris
Aphelinus mali
Encarsia berlesei
Encarsia formosa
Encarsia perniciosi
Aphidius colemani
Ageniaspis fuscicollis
Leptomastix dactylopii
Metaphycus helvolus
Ooencyrtus kuvanae
Prodecatoma cooki
Aphaenogaster gibbosa
Crematogaster scutellaris
Hypoponera punctatissima
Linepithema leucomelas
Technomyrmex albipes
Technomyrmex detorquens
Tetramorium insolens
Sirex cyaneus
Isodontia mexicana
Sceliphron caementarium
Sceliphron curvatum
Nematus tibialis
Pachynematus itoi
Megastigmus spermotrophus
Trichogramma brassicae
Trichogramma dendrolimi
Argyresthia thuiella
Argyresthia trifasciata
Oegoconia novimundi
Coleophora spiraeella
Parapoynx diminutalis
Eilema caniola
Hyphantria cunea
Coleotechnites piceaella
Phthorimaea operculella
Scrobipalpa ocellatella
Sitotroga cerealella
Caloptilia azaleella
Cameraria ohridella
Parectopa robiniella
Phyllonorycter issikii
Phyllonorycter leucographella
Phyllonorycter platani
Phyllonorycter robiniella
Chrysodeixis acuta
Amyelois transitella
Apomyelois ceratoniae
Cadra calidella
Cadra cautella
Cadra figulilella
Corcyra cephalonica
Ephestia elutella
Ephestia kuehniella
Paralipsa gularis
Plodia interpunctella
Antheraea yamamai
Samia cynthia
Monopis crocicapitella
Oinophila v-flava
Cnephasia pumicana
Epinotia cedricida
Grapholita molesta
Phtheochroa pulvillana
Theresimima ampellophaga
Anacridium aegyptium
Acheta domesticus
Gryllodes sigillatus
Arachnocephalus vestitus
Diestrammena asynamora
Bucrates clausus
Leptophyes punctatissima
Meconema meridionale
Yvelinula abbreviata
Bacillus rossius
Ectopsocus meridionalis
Gliricola porcelli
Gyropus ovalis
Pitrufquenia coypus
Liposcelis bostrychophila
Liposcelis brunnea
Liposcelis corrodens
Liposcelis decolor
Liposcelis pearmani
Dorypteryx pallida
Psyllipsocus ramburii
Stachiella octomaculatus
Trichopsocus dalii
Trimenopon hispidum
Cerobasis annulata
Lepinotus inquilinus
Lepinotus patruelis
Lepinotus reticulatus
Trogium pulsatorium
Nosopsyllus fasciatus
Spilopsyllus cuniculi
Echinothrips americanus
Euphysothrips minozzii
Frankliniella occidentalis
Heliothrips haemorrhoidalis
Parthenothrips dracaenae
Thrips simplex
Ctenolepisma longicaudata
Coletinia maggii
Chelicorophium curvispinum
Synurella ambulans
Dikerogammarus bispinosus
Dikerogammarus haemobaphes
Dikerogammarus villosus
Echinogammarus ischnus
Echinogammarus trichiatus
Niphargus hrabei
Obesogammarus obesus
Pacifastacus leniusculus
Orconectes limosus
Procambarus clarkii
Hippolyte desmarestii
Protracheoniscus major
Armadillidium nasatum
Jaera istri
Trichorhina tomentosa
Hemimysis anomala
Katamysis warpachowskyi
Limnomysis benedeni
Polyodon spathula
Barbus plebejus
Pungitius pungitius
Micropterus dolomieu
Hemichromis fasciatus
Babka gymnotrachelus
Neogobius melanostomus
Ponticola kessleri
Ameiurus nebulosus
Proteus anguinus
Aix galericulata
Aix sponsa
Alopochen aegyptiaca
Branta canadensis
Branta leucopsis
Cygnus olor
Tadorna ferruginea
Alectoris chukar
Alectoris rufa
Syrmaticus reevesii
Myiopsitta monachus
Cervus nippon
Nyctereutes procyonoides
Procyon lotor
Pseudopus apodus
Hierophis gemonensis
Lacerta trilineata
Podarcis muralis
Craspedacusta sowerbii
Urnatella gracilis
Dreissena polymorpha
Sinanodonta woodiana
Pomacea bridgesii
Planorbella duryi
Theodoxus fluviatilis
Pomatias elegans
Potamopyrgus antipodarum
Galba cubensis
Radix javanica
Ferrissia californica
Gyraulus chinensis
Gyraulus parvus
Allopeas clavulinum
Opeas hannense
Deroceras panormitanum
Deroceras sturanyi
Arion distinctus
Arion flagellus
Arion hortensis
Arion vulgaris
Boettgerilla pallens
Charpentieria itala
Herilla bosniensis
Medora macascarensis
Cernuella ionica
Cernuella virgata
Xerocincta neglecta
Campylaea planospira
Chilostoma cingulatum
Cornu apertus
Helix cincta
Helix lucorum
Massylaea vermiculata
Lucilla singleyana
Hygromia cinctella
Monacha cantiana
Ambigolimax nyctelius
Ambigolimax valentianus
Milax nigricans
Tandonia budapestensis
Tandonia rustica
Tandonia sowerbyi
Hawaiia minuscula
Physella gyrina
Physella heterostropha
Physella pomilia
Caracollina lenticula
Anguillicoloides crassus
Bothriocephalus claviceps
Schyzocotyle acheilognathi
Khawia sinensis
Dactylogyrus vastator
Dactylogyrus yinwenyingae
Pseudodactylogyrus anguillae
Pseudodactylogyrus bini
Gyrodactylus gasterostei
Dendrocoelum romanodanubiale
Girardia tigrina
Fascioloides magna
Phalacroma lativelatum
Basidiophora entospora
Peronospora arthurii
Peronospora hyoscyami
Peronospora lamii
Peronospora manshurica
Plasmopara angustiterminalis
Plasmopara halstedii
Plasmopara viticola
Aphanomyces astaci
Phyllosticta paviae
Phaeocryptopus gaeumannii
Kabatina thujae
Lecanosticta acicola
Passalora fulva
Didymella lycopersici
Erysiphe alphitoides
Erysiphe euonymi-japonici
Erysiphe flexuosa
Erysiphe mougeotii
Erysiphe necator
Erysiphe paeoniae
Erysiphe syringae
Erysiphe vanbruntiana
Golovinomyces magnicellulatus
Podosphaera mors-uvae
Didymascella thujina
Rhabdocline pseudotsugae
Cryphonectria parasitica
Apiognomonia veneta
Ophiostoma novo-ulmi
Ophiostoma ulmi
Agaricus bernardii
Agaricus bisporus
Lepiota elaiophylla
Leucoagaricus americanus
Leucocoprinus birnbaumii
Leucocoprinus cepistipes
Leucocoprinus cretaceus
Leucocoprinus ianthinus
Leucocoprinus straminellus
Tulostoma giovanellae
Bolbitius coprophilus
Conocybe crispella
Stropharia rugosoannulata
Gymnopus luxurians
Lentinula edodes
Pluteus variabilicolor
Melanotus flavolivens
Clathrus archeri
Clathrus ruber
Rigidoporus lineatus
Entyloma calendulae
Entyloma dahliae
Entyloma gaillardianum
Exobasidium japonicum
Graphiola phoenicis
Cronartium ribicola
Melampsora sp. aff. hypericorum
Phragmidium mexicanum
Cumminsiella mirabilissima
Puccinia antirrhini
Puccinia helianthi
Puccinia hemerocallidis
Puccinia horiana
Puccinia komarovii
Puccinia malvacearum
Puccinia pelargonii-zonalis
Puccinia prostii
Puccinia sorghi
Puccinia tulipae
Uromyces limonii
Uromyces silphii
Leucotelium cerasi
Tranzschelia discolor
Urocystis cepulae
Ustilago maydis
Synchytrium endobioticum
Orthodontium lineare
Campylopus introflexus
Pterogonium gracile
Lunularia cruciata
Echinodorus cordifolius
Sagittaria latifolia
Cryptocoryne crispatula
Cryptocoryne wendtii
Lemna aequinoctialis
Lemna turionifera
Pinellia ternata
Elodea callitrichoides
Hydrilla verticillata
Vallisneria spiralis
Allium christophii
Allium nigrum
Allium paradoxum
Allium subhirsutum
Galanthus elwesii
Narcissus minor
Narcissus hybridus
Narcissus x incomparabilis
Brimeura amethystina
Hosta lancifolia
Hosta plantaginea
Hosta sieboldiana
Hyacinthoides italica
Muscari azureum
Muscari botryoides
Ornithogalum divergens
Ornithogalum nutans
Othocallis amoena
Othocallis siberica
Puschkinia scilloides
Ruscus aculeatus
Scilla luciliae
Scilla sardensis
Scilla siehei
Scilla tmoli
Crocosmia x crocosmiiflora
Crocus banaticus
Crocus chrysanthus
Crocus flavus
Crocus heuffelianus
Crocus ligusticus
Crocus purpureus
Crocus tommasinianus
Gladiolus-hybrids
Iris sambucina
Iris sanguinea x sibirica
Sisyrinchium bermudiana
Orchis simia
Commelina tuberosa
Tradescantia andersoniana-hybrids
Tradescantia virginiana
Heteranthera zosterifolia
Lilium candidum
Tulipa-hybrids
Tulipa gesneriana
Tulipa sylvestris
Carex bebbii
Carex vulpinoidea
Cyperus glomeratus
Cyperus longus
Cyperus lupulinus
Juncus dudleyi
Agropyron desertorum
Agrostis castellana
Agrostis scabra
Alopecurus rendlei
Avena brevis
Beckmannia syzigachne
Bromus briziformis
Bromus carinatus
Bromus grossus
Bromus lepidus
Cenchrus incertus
Dasypyrum villosum
Echinochloa colonum
Elymus bannaticus
Elymus elongatus
Eragrostis multicaulis
Eragrostis trichodes
Eragrostis virescens
Festuca arundinacea
Gastridium ventricosum
Glyceria striata
Hordeum jubatum
Micropyrum tenellum
Miscanthus sacchariflorus
Panicum gattingeri
Panicum virgatum
Pennisetum alopecuroides
Phalaris brachystachys
