group,x_variable,measure,plot,species.names
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._21",Aplodinotus grunniens
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._22",Catostomus commersonii
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._23",Dorosoma cepedianum
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._24",Ameiurus nebulosus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._25",Lepomis gibbosus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._26",Lepomis macrochirus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.Canada.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._1",Coregonus artedi
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._6",Neogobius melanostomus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._27",Morone americana
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._28",Dorosoma cepedianum
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._29",Lepomis gibbosus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._30",Ameiurus nebulosus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._31",Perca flavescens
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._32",Percopsis omiscomaycus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._33",Aplodinotus grunniens
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources. Ontario, Canada.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._1",Osmerus mordax
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._34",Alosa pseudoharengus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._35",Notropis hudsonius
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._36",Neogobius melanostomus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._37",Sander vitreus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._38",Catostomus commersonii
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._39",Coregonus clupeaformis
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._40",Etheostoma nigrum
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._41",Cyprinus carpio
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._42",Lepomis macrochirus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._43",Morone chrysops
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._44",Coregonus artedi
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources._7",Anguilla rostrata
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._45",Percina caprodes
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._46",Micropterus salmoides
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._47",Pomoxis nigromaculatus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada._48",Ambloplites rupestris
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources. | Ontario Ministry of Natural Resources and Forestry (2016). Lake Ontario Fish Communities and Fisheries: 2015 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources and Forestry._1",Lepisosteus osseus
1,Year,CPUE,"Ontario Ministry of Natural Resources (2013). Lake Ontario Fish Communities and Fisheries: 2012 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources. | Ontario Ministry of Natural Resources and Forestry (2016). Lake Ontario Fish Communities and Fisheries: 2015 Annual Report of the Lake Ontario Management Unit. Picton, Ontario, Canada, Ontario Ministry of Natural Resources and Forestry._2",Amia calva
